what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1474181820635
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1474181820635
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1474181820635
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1474181820635
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1474181820635
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1474181820635
os,sysinfo,,,"win32",1474181820638
arch,sysinfo,,,"x86",1474181820638
ws,sysinfo,,,"win32",1474181820638
locale,sysinfo,,,"en_US",1474181820638
processors,sysinfo,,,"4",1474181820638
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1474181820638
java.runtime.version,sysinfo,,,"1.8.0_101-b13",1474181820638
java.specification.name,sysinfo,,,"Java Platform API Specification",1474181820638
java.specification.vendor,sysinfo,,,"Oracle Corporation",1474181820638
java.specification.version,sysinfo,,,"1.8",1474181820638
java.vendor,sysinfo,,,"Oracle Corporation",1474181820638
java.version,sysinfo,,,"1.8.0_101",1474181820638
java.vm.info,sysinfo,,,"mixed mode",1474181820638
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1474181820638
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1474181820638
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1474181820638
java.vm.specification.version,sysinfo,,,"1.8",1474181820638
java.vm.vendor,sysinfo,,,"Oracle Corporation",1474181820638
java.vm.version,sysinfo,,,"25.101-b13",1474181820638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181825546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181837626
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1474181840917
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1474181840919
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1474181840955
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1474181840955
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1474181841220
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1474181841226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181846504
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1474181851962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181852071
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1474181852160
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1474181852198
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1474181852547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181857966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181881253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181903007
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1474181911041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181912570
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1474181912623
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1474181914329
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474181914666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474181914946
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1474181915060
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1474181915192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181922151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181925037
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1474181937462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181955224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181962969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181964663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181967086
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474181967207
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1474181967671
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1474181967671
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1474181967671
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1474181967671
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1474181967671
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1474181967673
