what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665617027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665622499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665637613
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474665637712
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474665637790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665641913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665643518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665647006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665707151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665710632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665713736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665746686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665767695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665770890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474665821436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474665823548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474665914039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474665921045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474665925241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665961520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474665963940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474665966564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665991750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665991941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665992106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665992263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665992465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665992759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474665993237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474665997456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474666041053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666047710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666065784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474666071770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666081643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666098369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474666111618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474666111801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474666112229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474666120858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474666143851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666156873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666197416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666232256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666249025
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474666251502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666256157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666259425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666264076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666269146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666275546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666285981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666291095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666305151
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666305250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666305331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666316741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666350663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666383286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666386259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474666512610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474666515555
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1474666521991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474666549471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474666550563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666583940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666592826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666595111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666604427
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474666623905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666628060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666675712
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666675795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666675874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666678838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666681671
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474666698848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666700526
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666702415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666702473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474666702483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666710313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666739975
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666740067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474666740151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666745947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666748771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666750148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666762152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666794690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666796454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474666898585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666914939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666921080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474666931873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474666933381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666959781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474666987633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667039638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667041582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667043560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667050494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667053726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667060501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667073731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667187588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667294069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667295499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667413846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667433454
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1474667465935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667473952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667529051
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474667531047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474667532538
