what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1474672832338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474672832504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672835186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672854524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672861510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672885897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672924490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672935177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474672961198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673013576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673021403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673024014
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673024071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673029005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673030262
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673030315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673036192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673043393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673225452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673227005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673228695
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673245653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673247462
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673248683
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673258629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673271645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673273196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673280397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673282092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673301186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673301333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673301379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474673308918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474673312500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673314005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474673362973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474673363426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673385660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673394097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673397334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673527448
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673547243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474673626188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474673632033
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673652147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474673677926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673693280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474673997585
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674000777
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674024363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474674035875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674059184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474674075158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474674076811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674104589
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674110193
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674112872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674120334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474674197367
